video_id,channel_id,channel_name,tier,title,published_at,duration_sec,view_count,like_count,comment_count,comments_disabled,engagement_rate,duration_min,duration_bucket,publish_year,publish_month,days_since_publish,views_per_day
75PmrFvU-J4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Heart of Dharunnax | Altheya: The Dragon Empire #44,2024-11-26 18:01:00+00:00,11201,49830,1399,85,False,0.029781256271322498,186.7,180_plus,2024,2024-11,495,100.67
OTaHX6CYqTQ,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Corridors In Disguise | Altheya: The Dragon Empire #43,2024-11-19 18:01:00+00:00,9955,46860,1262,72,False,0.0284677763551003,165.9,120_to_180,2024,2024-11,502,93.35
7DKbLVBHLvw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Roads Less Travelled | Altheya: The Dragon Empire #42,2024-11-12 18:01:00+00:00,10751,51139,1353,89,False,0.028197657365220282,179.2,120_to_180,2024,2024-11,509,100.47
m7uJJljH9r8,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Deceptions in the Deep | Altheya: The Dragon Empire #41,2024-11-05 18:01:00+00:00,10498,51193,1482,82,False,0.030551051901627175,175.0,120_to_180,2024,2024-11,516,99.21
jQTuhd8dwF0,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,These Golden Hills | Altheya: The Dragon Empire #40,2024-10-29 18:01:00+00:00,10190,54960,1504,101,False,0.02920305676855895,169.8,120_to_180,2024,2024-10,523,105.09
lW4k4z4__I8,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers Oneshot | Alien: The Roleplaying Game!,2024-10-20 19:45:19+00:00,12053,38717,1227,87,False,0.033938579951959084,200.9,180_plus,2024,2024-10,532,72.78
AdYqd1-4g7s,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Embers Between Friends | Altheya: The Dragon Empire #39,2024-10-15 17:00:10+00:00,10871,58419,1525,79,False,0.027456820554956435,181.2,180_plus,2024,2024-10,537,108.79
SopWrExuECA,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Volant Vault | Altheya: Side Quest! High Rollers Live,2024-10-06 19:38:24+00:00,9741,50092,1793,119,False,0.03816976762756528,162.4,120_to_180,2024,2024-10,546,91.74
TAltdxyN3d4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Ashen Citadel | Altheya: The Dragon Empire #38,2024-10-01 17:01:20+00:00,10246,65137,1480,76,False,0.023888112746979443,170.8,120_to_180,2024,2024-10,551,118.22
SrbsEAA7Q5c,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,"2 humans, AI and Twitch Chat try to play D&D in Worlds of Aria! #ad",2024-09-24 21:13:00+00:00,7572,10005,331,13,False,0.03438280859570215,126.2,120_to_180,2024,2024-09,558,17.93
UiNkso9Uqsc,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Into Dangerous Lands | Altheya: The Dragon Empire #37,2024-09-24 17:01:00+00:00,10248,54833,1428,102,False,0.02790290518483395,170.8,120_to_180,2024,2024-09,558,98.27
0JxqdN5ZuDM,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Long Road Ahead | Altheya: The Dragon Empire #36,2024-09-17 17:01:00+00:00,11029,70756,1664,120,False,0.025213409463508394,183.8,180_plus,2024,2024-09,565,125.23
vbqSjuIi9IQ,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,All Bark and All Bite | Altheya: The Dragon Empire #35,2024-09-03 17:01:01+00:00,10308,58001,1663,154,False,0.03132704608541232,171.8,120_to_180,2024,2024-09,579,100.17
g3BZvfWfskE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,A Grave Sermon | Altheya: The Dragon Empire #34,2024-08-20 17:30:09+00:00,10024,54868,1528,76,False,0.029233797477582563,167.1,120_to_180,2024,2024-08,593,92.53
_7fBDObiTZI,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,A Question of Quests | Altheya: The Dragon Empire #33,2024-08-13 17:01:00+00:00,10164,54328,1564,93,False,0.03049992637314092,169.4,120_to_180,2024,2024-08,600,90.55
mkT9B0hs4i4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers Oneshot | The Cosmere RPG! #ad,2024-08-06 21:29:03+00:00,12103,116791,3229,198,False,0.029343014444606175,201.7,180_plus,2024,2024-08,607,192.41
pdsnIu1TXfw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Consequences | Altheya: The Dragon Empire #32,2024-08-06 17:01:00+00:00,10502,54729,1662,126,False,0.03267006523049937,175.0,120_to_180,2024,2024-08,607,90.16
R5e2VbGmw7Y,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Conquest! | Altheya: The Dragon Empire #31,2024-07-30 19:30:02+00:00,11056,55393,1706,106,False,0.03271171447655841,184.3,180_plus,2024,2024-07,614,90.22
ga_OGxQDh2o,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,A Knight's Tale | Altheya: The Dragon Empire #30,2024-07-23 17:30:09+00:00,10330,52681,1778,106,False,0.03576241908847592,172.2,120_to_180,2024,2024-07,621,84.83
npr1bp7yE_0,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Festival of the Forge | Altheya: The Dragon Empire #29,2024-07-16 17:01:00+00:00,9137,50383,1754,141,False,0.03761189290038307,152.3,120_to_180,2024,2024-07,628,80.23
Sua_ObrgxI4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,A Brief Intermission | Altheya: The Dragon Empire #28,2024-07-09 17:01:00+00:00,10523,55892,1644,111,False,0.03139984255349603,175.4,120_to_180,2024,2024-07,635,88.02
P_tzufaOssw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Under the Shadow of Death | Altheya: The Dragon Empire #27,2024-06-25 17:01:00+00:00,10802,58749,1783,131,False,0.03257927794515651,180.0,180_plus,2024,2024-06,649,90.52
ayh9bH4PRVI,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Battle for Ashen Rest | Altheya: The Dragon Empire #26,2024-06-18 17:01:00+00:00,11272,67087,1912,135,False,0.030512617943863937,187.9,180_plus,2024,2024-06,656,102.27
PHgLzLk4LIk,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Ashes to Ashes | Altheya: The Dragon Empire #25,2024-06-11 17:01:00+00:00,9952,56119,1692,107,False,0.03205687913184483,165.9,120_to_180,2024,2024-06,663,84.64
QEljM5mIUoQ,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Iron Crows | Altheya: The Dragon Empire #24,2024-06-04 17:01:00+00:00,10341,58540,1728,94,False,0.031124017765630337,172.4,120_to_180,2024,2024-06,670,87.37
dAFVLi0Zb3w,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Trouble in the Tunnels | Altheya: The Dragon Empire #23,2024-05-28 18:30:25+00:00,10228,59717,1769,104,False,0.03136460304435923,170.5,120_to_180,2024,2024-05,677,88.21
9z6gD5hAtXo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Harrowed Reunions | Altheya: The Dragon Empire #22,2024-05-07 17:01:00+00:00,10279,58821,1791,103,False,0.03219938457353666,171.3,120_to_180,2024,2024-05,698,84.27
CHGE-kI7Y5M,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Dragon's Confessions | Altheya: The Dragon Empire #21,2024-04-30 17:01:00+00:00,9863,57662,1835,119,False,0.03388713537511706,164.4,120_to_180,2024,2024-04,705,81.79
ikGSOfU91GQ,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Child of the Grave | Altheya: The Dragon Empire #20,2024-04-23 17:01:00+00:00,10357,58479,1893,130,False,0.0345936148018947,172.6,120_to_180,2024,2024-04,712,82.13
cWlXAEbNlLo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Oneshot: Achtung! Cthulu #ad,2024-04-20 19:34:38+00:00,12257,34415,1137,60,False,0.034781345343600174,204.3,180_plus,2024,2024-04,715,48.13
qv_ZTJFy9pI,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Blood and Shadows | Altheya: The Dragon Empire #19,2024-04-16 17:01:00+00:00,10783,65649,1885,206,False,0.031851208700817986,179.7,120_to_180,2024,2024-04,719,91.31
qaUV9U89mMk,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Night of Veils | Altheya: Side Quest! | Live at Insomnia 72,2024-04-13 17:01:00+00:00,5027,36882,1664,83,False,0.047367279431701104,83.8,60_to_120,2024,2024-04,722,51.08
9TTgYiqZzFE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Gifts of the Tiefling | Altheya: The Dragon Empire #18,2024-04-09 17:01:00+00:00,10700,68616,1754,131,False,0.0274717267109712,178.3,120_to_180,2024,2024-04,726,94.51
bSOVhpASn2k,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Illuminating Truths | Altheya: The Dragon Empire #17,2024-03-26 18:35:38+00:00,10071,66675,1902,150,False,0.03077615298087739,167.8,120_to_180,2024,2024-03,740,90.1
mUViO6CZ2xw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Possession of a Dhampyr | Altheya: The Dragon Empire #16,2024-03-19 18:01:00+00:00,9964,62113,1902,158,False,0.033165359908553765,166.1,120_to_180,2024,2024-03,747,83.15
w_0SLScmwNo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Haunting of the Enticing Devil | Altheya: The Dragon Empire #15,2024-03-12 20:30:10+00:00,9736,64308,2064,144,False,0.034334763948497854,162.3,120_to_180,2024,2024-03,754,85.29
D74g6cah4es,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers Oneshot | Dune: Adventures in the Imperium RPG,2024-03-08 20:21:44+00:00,11599,27247,1008,54,False,0.03897676808455977,193.3,180_plus,2024,2024-03,758,35.95
TLhJSyKlobU,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,His Draconic Majesty | Altheya: The Dragon Empire #14,2024-03-05 18:01:00+00:00,10211,73940,1952,169,False,0.028685420611306463,170.2,120_to_180,2024,2024-03,761,97.16
Tw4exCUv_Sg,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Most Typical RuneScape Adventure in RuneScape Kingdoms: The Roleplaying Game TTRPG!,2024-03-02 18:01:00+00:00,10883,15505,567,50,False,0.03979361496291519,181.4,180_plus,2024,2024-03,764,20.29
PMpkwn8_nfw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Heralds of Doom | Altheya: The Dragon Empire #13,2024-02-27 18:15:01+00:00,9863,71295,2016,90,False,0.029539238375762677,164.4,120_to_180,2024,2024-02,768,92.83
K1pHDQ0v31M,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Lights in the Dark | Altheya: The Dragon Empire #12,2024-02-20 18:15:01+00:00,10073,72131,1991,108,False,0.029099832249656874,167.9,120_to_180,2024,2024-02,775,93.07
aSLqQr_QWrk,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Guild Politics | Altheya: The Dragon Empire #11,2024-02-13 19:00:01+00:00,11801,89396,2148,136,False,0.02554924157680433,196.7,180_plus,2024,2024-02,782,114.32
S25fcis4C_4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Fortunes Foretold | Altheya: The Dragon Empire #10,2024-02-06 18:01:00+00:00,12151,117300,2242,99,False,0.019957374254049445,202.5,180_plus,2024,2024-02,789,148.67
veY1XIqfc8Y,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,"We love this gruesome, gory, Play to Lose TTRPG!",2024-01-28 20:24:21+00:00,12150,25162,789,55,False,0.03354264366902472,202.5,180_plus,2024,2024-01,798,31.53
dNunkn3nCwk,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Duke's Favour | Altheya: The Dragon Empire #9,2024-01-23 18:01:13+00:00,10907,95620,2299,91,False,0.02499477096841665,181.8,180_plus,2024,2024-01,803,119.08
c6JOG3S9CYc,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Toad and the Tower | Altheya: The Dragon Empire #8,2024-01-16 18:01:00+00:00,10298,87742,2254,108,False,0.02691983314718151,171.6,120_to_180,2024,2024-01,810,108.32
1wfKx0lLooU,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The House of the Rose | Altheya: The Dragon Empire #7,2024-01-09 21:15:00+00:00,10116,92817,2417,132,False,0.027462641541958908,168.6,120_to_180,2024,2024-01,817,113.61
dJpWdHi3M40,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Ashen Road | Altheya: The Dragon Empire #6,2023-12-12 18:30:21+00:00,11636,112810,2595,134,False,0.024191117808704903,193.9,180_plus,2023,2023-12,845,133.5
qRiCzxMgq4o,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Blood and Fire | Altheya: The Dragon Empire #5,2023-12-05 18:01:00+00:00,11903,113398,2842,156,False,0.02643785604684386,198.4,180_plus,2023,2023-12,852,133.1
gK-zUIr_iU4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,The Lightless Chasm | Altheya: The Dragon Empire #4,2023-11-28 18:30:24+00:00,10459,109500,4360,252,False,0.04211872146118721,174.3,120_to_180,2023,2023-11,859,127.47
BInnwHR0paU,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Into the Depths | Altheya: The Dragon Empire #3,2023-11-21 18:01:00+00:00,10251,122057,3154,184,False,0.027347878450232267,170.8,120_to_180,2023,2023-11,866,140.94
KeQGwRk0FuU,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,What's Yours is Mine | Altheya: The Dragon Empire #2,2023-11-14 18:01:00+00:00,12297,187637,3887,241,False,0.021999925387849943,205.0,180_plus,2023,2023-11,873,214.93
Vrx5Tuu4xnM,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,A World of Stories | Altheya: The Dragon Empire #1,2023-11-07 18:01:00+00:00,14047,430247,8065,409,False,0.019695663188819445,234.1,180_plus,2023,2023-11,880,488.92
4ueOuvQBVBo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,For the King II | Chaos Twins Rise Again!,2023-11-07 13:30:01+00:00,10458,10880,425,33,False,0.04209558823529412,174.3,120_to_180,2023,2023-11,880,12.36
YsvRNNB_QK4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Gruffudd of Tremorrew Character Reveal | Altheya: The Dragon Empire,2023-11-02 18:01:00+00:00,399,31603,2264,117,False,0.07534094864411607,6.6,under_60,2023,2023-11,885,35.71
zrG3WE7ZFlY,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Lore of Ilmera | Altheya: The Dragon Empire,2023-10-30 18:00:23+00:00,415,40002,3690,179,False,0.0967201639918004,6.9,under_60,2023,2023-10,888,45.05
O-h2ZM-4PfY,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Altheya: The Dragon Empire | Orchestra Reaction,2023-10-28 17:01:00+00:00,311,31346,2743,159,False,0.09257959548267722,5.2,under_60,2023,2023-10,890,35.22
9tFTEjNEFac,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois FINALE Fan Art 2 July 2023,2023-10-21 19:00:03+00:00,388,4715,227,26,False,0.05365853658536585,6.5,under_60,2023,2023-10,897,5.26
MJOtdbNL4GA,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: The Lord of the Rings RPG #2 | Galadriel's Gifts,2023-10-17 18:00:34+00:00,10522,28164,837,68,False,0.03213321971310893,175.4,120_to_180,2023,2023-10,901,31.26
m22f5cpPXS8,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois Fan Art 25th June 2023,2023-10-14 19:00:28+00:00,439,3937,206,11,False,0.05511811023622047,7.3,under_60,2023,2023-10,904,4.36
7FJuObDeyXk,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: The Lord of the Rings RPG #1 | The Fellowship,2023-10-10 15:00:06+00:00,10920,98406,2688,141,False,0.028748247058106212,182.0,180_plus,2023,2023-10,908,108.38
EKIArACp21s,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Baldur's Gate 3 Cast play D&D #2 | High Rollers Presents: Shadows of Athkatla #ad,2023-09-24 19:00:11+00:00,7916,1514976,48037,2885,False,0.0336124136619986,131.9,120_to_180,2023,2023-09,924,1639.58
jeJKnofNBNs,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,Baldur's Gate 3 Cast play D&D #1 | High Rollers Presents: Shadows of Athkatla #ad,2023-09-22 21:00:21+00:00,9968,5481973,180376,7095,False,0.034197724067593915,166.1,120_to_180,2023,2023-09,926,5920.06
_SkOaJ2xQIw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois | The Final Q&A,2023-09-08 17:30:03+00:00,9627,48528,997,75,False,0.022090339597757996,160.4,120_to_180,2023,2023-09,940,51.63
r20nu9-1qX4,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: One Shot - Dreams and Machines,2023-08-13 18:00:32+00:00,10476,27046,818,51,False,0.03213044442801154,174.6,120_to_180,2023,2023-08,966,28.0
rUnwnc_zOVo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois | Post Game Chat + Donations,2023-07-07 19:00:32+00:00,5220,40956,1067,72,False,0.02781033304033597,87.0,60_to_120,2023,2023-07,1003,40.83
NTEDAvHPzaw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #191 [FINAL] | Clear Skies,2023-07-06 18:00:17+00:00,12836,207491,2038,345,False,0.011484835486840393,213.9,180_plus,2023,2023-07,1004,206.66
nF1SEukI2vM,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #190 | The Terror in Terminus Keep,2023-06-29 17:30:06+00:00,10995,60876,1231,78,False,0.02150272685458966,183.2,180_plus,2023,2023-06,1011,60.21
Justg-s3tDo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #189 | Hope Won't Fall,2023-06-22 17:00:22+00:00,10568,66309,1255,105,False,0.020510036344990875,176.1,120_to_180,2023,2023-06,1018,65.14
VGMkWmR4w9I,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #188 | The Herald of Hadar,2023-06-15 17:30:06+00:00,10208,48822,1109,81,False,0.02437425750686166,170.1,120_to_180,2023,2023-06,1025,47.63
t7Vs_hLXafs,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #187 | The Entropis Warfront,2023-06-09 17:30:05+00:00,13342,115771,1133,68,False,0.010373927840305431,222.4,180_plus,2023,2023-06,1031,112.29
4Mb7QOM3rSE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #186 | The Dragon's Call,2023-06-01 17:30:00+00:00,10255,48281,1080,108,False,0.024605952652182017,170.9,120_to_180,2023,2023-06,1039,46.47
hTocI_JRnb0,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #185 | Operation Fenrir,2023-05-25 19:30:03+00:00,9757,55305,1040,48,False,0.01967272398517313,162.6,120_to_180,2023,2023-05,1046,52.87
X2jMelFkJ-s,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #184 | The Horrors of Hadar,2023-05-18 17:30:05+00:00,9572,48606,1034,69,False,0.02269267168662305,159.5,120_to_180,2023,2023-05,1053,46.16
uwtmwOmBUVs,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #183 | The Infinite Staircase,2023-05-12 17:30:10+00:00,9744,53036,1045,72,False,0.021061166000452523,162.4,120_to_180,2023,2023-05,1059,50.08
vwfAWPq4aBs,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #182 | The Final Farewell,2023-04-20 17:30:07+00:00,11233,89396,1287,130,False,0.0158508210658195,187.2,180_plus,2023,2023-04,1081,82.7
y97mGGuwTpg,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #181 | A World at Peace,2023-04-13 19:00:32+00:00,11617,80195,1544,205,False,0.021809339734397408,193.6,180_plus,2023,2023-04,1088,73.71
wZPPKTq-JCI,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #180 | The Wrath of Starbane,2023-04-06 18:00:31+00:00,9206,47754,1348,149,False,0.031348159316497044,153.4,120_to_180,2023,2023-04,1095,43.61
7mLfD8GyxmE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #179 | Duel of the Fates,2023-03-30 19:00:03+00:00,10120,62246,1256,108,False,0.02191305465411432,168.7,120_to_180,2023,2023-03,1102,56.48
sbNDRWlr--U,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #178 | The Fury of Hadar,2023-03-23 19:00:20+00:00,11839,85971,1221,202,False,0.016552093147689337,197.3,180_plus,2023,2023-03,1109,77.52
9nSV9lQxf44,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #177 | The Seed of Rage,2023-03-16 18:30:07+00:00,10379,54401,1206,101,False,0.024025293652690207,173.0,120_to_180,2023,2023-03,1116,48.75
jHLW7C9Zm0o,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #176 | Kaiju Fight!,2023-03-02 19:00:15+00:00,10238,56116,1150,118,False,0.022596051037137358,170.6,120_to_180,2023,2023-03,1130,49.66
sQX93JOYggM,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois Fan Art 23rd February 2023,2023-02-27 20:00:15+00:00,438,3429,238,10,False,0.07232429279673375,7.3,under_60,2023,2023-02,1133,3.03
tehRT3CZZtg,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #175 | Stonemaw,2023-02-23 19:00:19+00:00,12591,119581,1278,141,False,0.01186643363076074,209.8,180_plus,2023,2023-02,1137,105.17
LvYX0smpz2c,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers Presents: Warhammer Fantasy Roleplay #1 | The Coach and Horses,2023-02-20 19:30:01+00:00,6828,97420,3134,289,False,0.03513652227468692,113.8,60_to_120,2023,2023-02,1140,85.46
DL2hRPSu9NE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #174 | The Great Hunt Begins!,2023-02-16 19:00:07+00:00,10137,52713,1072,97,False,0.022176692656460457,169.0,120_to_180,2023,2023-02,1144,46.08
uCvjyNxv958,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #173 | Wolflions in the Night,2023-02-10 20:00:18+00:00,7666,39733,1077,73,False,0.0289431958321798,127.8,120_to_180,2023,2023-02,1150,34.55
THxp8JkzM6E,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #172 | Festival of New Stars,2023-02-02 19:00:09+00:00,9746,54804,1245,138,False,0.025235384278519814,162.4,120_to_180,2023,2023-02,1158,47.33
AL04eaQxkIc,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #171 | Tomb of Land and Stone,2023-01-19 19:00:03+00:00,10885,67025,1170,88,False,0.01876911600149198,181.4,180_plus,2023,2023-01,1172,57.19
5Zd9t7bdfho,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #170 | The Star of Siaska,2023-01-12 18:30:05+00:00,9991,48896,1209,103,False,0.026832460732984294,166.5,120_to_180,2023,2023-01,1179,41.47
-JZvQP9Rr18,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #169 | Daughter of Vortinssar,2022-12-22 20:00:00+00:00,9988,58273,1425,218,False,0.028194875843014774,166.5,120_to_180,2022,2022-12,1200,48.56
s8qrLOffjZQ,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,DM SWAP! | Jingle Jam 2022 Christmas Special,2022-12-15 20:00:16+00:00,10229,23970,761,43,False,0.033541927409261575,170.5,120_to_180,2022,2022-12,1207,19.86
3soxAtwVNTE,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #168 | I Am Nova V'ger,2022-12-08 20:00:01+00:00,10624,60429,1192,68,False,0.0208509159509507,177.1,120_to_180,2022,2022-12,1214,49.78
g4usMxLOAQ0,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #167 | Open the Cargo Door,2022-12-01 20:00:11+00:00,10038,51442,1154,73,False,0.02385210528362039,167.3,120_to_180,2022,2022-12,1221,42.13
A06Zaa1XW5k,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #166 | Valkyrian Vandalism,2022-11-24 20:00:02+00:00,9917,51579,1102,66,False,0.02264487485216852,165.3,120_to_180,2022,2022-11,1228,42.0
G03uI5LE4Zo,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #165 | Night at the Museum,2022-11-17 20:00:09+00:00,10392,54431,1159,58,False,0.022358582425456082,173.2,120_to_180,2022,2022-11,1235,44.07
MVWEuvR3DVw,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers Cling Together! | Tactics Ogre: Reborn #ad,2022-11-12 20:00:11+00:00,7625,7047,234,25,False,0.03675322832410955,127.1,120_to_180,2022,2022-11,1240,5.68
pTZdTuPXy1c,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #164 | Tornado (MORON!),2022-11-10 20:00:15+00:00,10565,73491,1211,85,False,0.017634812426011347,176.1,120_to_180,2022,2022-11,1242,59.17
ZNpm2-JUlBc,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #163 | Veiled in Vortinssar,2022-11-03 20:00:08+00:00,9624,52813,1182,84,False,0.02397137068524795,160.4,120_to_180,2022,2022-11,1249,42.28
ixPF2CDwgOs,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #162 | Genasi Gang,2022-10-20 19:00:18+00:00,10107,55451,1171,99,False,0.022903103641052462,168.4,120_to_180,2022,2022-10,1263,43.9
XdCr_lOmvPI,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #161 | Chaos in Horizon,2022-09-29 19:00:22+00:00,9730,52300,1275,132,False,0.02690248565965583,162.2,120_to_180,2022,2022-09,1284,40.73
fH2-Zxqtey8,UC3qtZRMtWNaD2Q96STxgOrA,High Rollers DnD,large,High Rollers: Aerois #160 | Howard,2022-09-15 19:00:11+00:00,7603,48178,1317,122,False,0.02986840466603014,126.7,120_to_180,2022,2022-09,1298,37.12
